"totalAcc","totalPert","totalAccNorm","totalPertNorm","pPert","pAcc","pORA","pComb","pPert.fdr","pAcc.fdr","pORA.fdr","pComb.fdr"
"path:hsa05142",73.0324872952437,142.164261865861,5.41211045720504,7.01176008291214,0.00497512437810945,0.00497512437810945,0.0412823478407399,0.00194923030040559,0.0140089028541503,0.0324185523992939,0.119994024390417,0.00817912322130974
"path:hsa04918",28.0609129890755,72.7603436967742,5.49706514800241,6.58849673178281,0.00497512437810945,0.00497512437810945,0.0425937777873273,0.00200452506142105,0.0140089028541503,0.0324185523992939,0.122176888916281,0.00824939159892508
"path:hsa05206",0,74.764720786565,NA,5.17266884486994,0.00497512437810945,NA,0.044428938666893,0.00208156632309767,0.0140089028541503,NA,0.124173187556188,0.00836220051164669
"path:hsa05214",44.1221043065782,78.7682276558028,2.87062967355066,3.46454219884176,0.00995024875621891,0.0149253731343284,0.0225553236216713,0.0021100879795744,0.0199004975124378,0.0478559583037195,0.0926922997927901,0.00836220051164669
"path:hsa04925",19.6458318275762,66.4835254587018,2.06025946953413,4.76448158110829,0.00995024875621891,0.0497512437810945,0.0248809839329563,0.00230336245798613,0.0199004975124378,0.104684908789386,0.093599936413195,0.00896217392743696
"path:hsa04721",0,28.4185366894285,NA,1.03542796017243,0.27363184079602,NA,0.000936315154532918,0.00237490589999403,0.292786069651741,NA,0.0204116703688176,0.00899316063564445
"path:hsa04144",0,137.390468221676,NA,7.11532966068763,0.00497512437810945,NA,0.0519951367921179,0.00239537456183053,0.0140089028541503,NA,0.136413265506517,0.00899316063564445
"path:hsa05205",71.5225758655146,145.190214972805,1.68894560300961,3.22423554996341,0.0199004975124378,0.0696517412935323,0.0135041671596748,0.0024782545265171,0.0310854486690634,0.12790592492085,0.0761700314251129,0.0091439046323217
"path:hsa04912",42.3694247063948,86.7693566892852,1.84709975705902,3.31222528677177,0.00995024875621891,0.0696517412935323,0.0297467990475576,0.00270094763270432,0.0199004975124378,0.12790592492085,0.101534128026187,0.00969726680738632
"path:hsa05140",22.9520246494345,66.0921320613091,1.88981298330321,3.56796765616314,0.00497512437810945,0.0646766169154229,0.0616348018410929,0.00278731386678625,0.0140089028541503,0.123251666197315,0.152613666204729,0.00969726680738632
"path:hsa04728",54.3374738352298,112.047315473604,4.68974645180686,5.59107545282938,0.00497512437810945,0.00995024875621891,0.0621860569452631,0.00280948851428949,0.0140089028541503,0.0401990049751244,0.152613666204729,0.00969726680738632
"path:hsa04935",144.382393208159,196.959808013996,5.199857191308,6.02824680169984,0.00497512437810945,0.00497512437810945,0.0621860569452631,0.00280948851428949,0.0140089028541503,0.0324185523992939,0.152613666204729,0.00969726680738632
"path:hsa05170",140.940800222226,220.811883188105,4.29891123129551,5.39609697607653,0.00497512437810945,0.00497512437810945,0.068407933709039,0.00305813120024349,0.0140089028541503,0.0324185523992939,0.162837243529637,0.0103879377278112
"path:hsa04114",52.636647715344,94.9366382115065,2.42232469177796,2.87823035273946,0.0298507462686567,0.0298507462686567,0.0139761525550666,0.00366381636378278,0.0420267085624509,0.0726488041719115,0.0761700314251129,0.0122084738941982
"path:hsa04072",104.947449792207,181.953199293242,6.16606463930713,7.88574063964431,0.00497512437810945,0.00497512437810945,0.0850038214920418,0.00370818132300412,0.0140089028541503,0.0324185523992939,0.189090133523113,0.0122084738941982
"path:hsa04933",37.1318710789388,89.9663386819684,2.14239701663168,4.27846376166675,0.00995024875621891,0.0248756218905473,0.0432528361822731,0.00376616010053379,0.0199004975124378,0.0679037246201425,0.122456081658903,0.0122114888108217
"path:hsa04657",6.06896858294594,52.4686346565893,0.673214486907892,3.81403324107326,0.00995024875621891,0.412935323383085,0.0499481810933789,0.00427761536604626,0.0199004975124378,0.545182583812961,0.133809557279269,0.0134347324286196
"path:hsa05162",36.8405584349156,93.5511332222228,1.48691264876581,3.49501356381937,0.00497512437810945,0.139303482587065,0.100362948090733,0.00429526808705647,0.0140089028541503,0.223327805417358,0.214501202782154,0.0134347324286196
"path:hsa04668",21.1497653189138,63.3205552409966,1.84456190457163,3.07250825258869,0.0199004975124378,0.0447761194029851,0.0253320928824702,0.00433175952137735,0.0310854486690634,0.0962210225468403,0.093599936413195,0.0134347324286196
"path:hsa04928",65.5517192219355,117.3200239417,3.53578028479832,4.62144925323244,0.00497512437810945,0.00995024875621891,0.105947489517352,0.00450572882395788,0.0140089028541503,0.0401990049751244,0.222122752949775,0.0137746566903855
"path:hsa05169",89.1784010642432,190.165139427288,3.8800380667168,5.9663734333633,0.00497512437810945,0.00995024875621891,0.11068853930806,0.00468324855380477,0.0140089028541503,0.0401990049751244,0.227642467633558,0.0137941412363338
"path:hsa05219",12.519944893226,49.0463503566971,-0.306998350776388,1.42855275707971,0.0796019900497512,0.761194029850746,0.00709321088993202,0.00478771738618805,0.0941150600588219,0.849509359280943,0.0533213784139717,0.0137941412363338
"path:hsa05225",20.9895716550752,94.7970794422201,-0.127324673540545,2.26922307777543,0.0248756218905473,0.865671641791045,0.022742655858697,0.00479597353084328,0.0374886132716698,0.910758706467662,0.0926922997927901,0.0137941412363338
"path:hsa04962",18.6291505495314,38.950595401564,5.86629900583001,5.26956739990148,0.00497512437810945,0.00497512437810945,0.114092528154151,0.00481007878519818,0.0140089028541503,0.0324185523992939,0.23029788090375,0.0137941412363338
"path:hsa04927",29.5012785178182,63.6297024341234,6.49188028312234,6.88530612409286,0.00497512437810945,0.00497512437810945,0.116319445344098,0.00489277778184105,0.0140089028541503,0.0324185523992939,0.230440721669894,0.0137941412363338
"path:hsa04151",68.8406739434671,148.949550755232,3.1785193564357,4.63112367631981,0.00497512437810945,0.00497512437810945,0.117128084749261,0.00492275477689605,0.0140089028541503,0.0324185523992939,0.230440721669894,0.0137941412363338
"path:hsa04670",42.8978003368713,102.08513324939,3.25298879240693,5.69650373137193,0.00497512437810945,0.0199004975124378,0.118223336511325,0.00496331250092384,0.0140089028541503,0.060907583295643,0.230440721669894,0.0137941412363338
"path:hsa04024",39.7227310492879,83.2076089356357,2.20778669875738,3.40141767706114,0.00995024875621891,0.0298507462686567,0.0686351166618114,0.0056609347513651,0.0199004975124378,0.0726488041719115,0.162837243529637,0.0153514194154391
"path:hsa05167",87.3817322867045,163.857179528673,1.94640138494318,3.45087055296073,0.00995024875621891,0.0447761194029851,0.0687203046088378,0.00566711277485836,0.0199004975124378,0.0962210225468403,0.162837243529637,0.0153514194154391
"path:hsa05130",135.219046109029,232.88799475688,2.71632377258932,4.01317958035586,0.00995024875621891,0.0248756218905473,0.0713222573822678,0.00585531218301968,0.0199004975124378,0.0679037246201425,0.163665811677204,0.0156629600895776
"path:hsa04730",18.358330582203,53.7684660896702,0.370778285479243,2.05532029127857,0.0398009950248756,0.746268656716418,0.0188573430634718,0.00615047067566821,0.0513097164778517,0.846889149756834,0.0856437664132679,0.0162493916616419
"path:hsa04625",43.9650488036725,101.379171155096,1.32211338449617,3.13759265690394,0.0149253731343284,0.119402985074627,0.0530400609252578,0.00644508020053816,0.0255522388059701,0.197700024467825,0.136413265506517,0.016820087352624
"path:hsa05134",10.56355051852,51.0337763568628,0.0928009322868814,2.29154109449199,0.0298507462686567,0.900497512437811,0.029322725499231,0.00703827505819612,0.0420267085624509,0.942489624416776,0.101534128026187,0.0179099474094665
"path:hsa04261",66.081196168919,108.329657746311,7.11648891581703,7.16555628873105,0.00497512437810945,0.00497512437810945,0.176844858656788,0.00707008794513686,0.0140089028541503,0.0324185523992939,0.303560466040786,0.0179099474094665
"path:hsa05145",33.7453882978802,85.0243168181384,2.18817749103317,3.64176719108701,0.00995024875621891,0.0298507462686567,0.0898633723871247,0.0071708490526289,0.0199004975124378,0.0726488041719115,0.195978572786126,0.0179099474094665
"path:hsa05031",28.9860338047244,64.7601746694556,4.41910011830946,5.19467665983111,0.00497512437810945,0.00995024875621891,0.180488824141926,0.00719745550100057,0.0140089028541503,0.0401990049751244,0.305517355838361,0.0179099474094665
"path:hsa05030",27.5846755639332,55.7398234931187,5.89187716670898,6.29647535277951,0.00497512437810945,0.00497512437810945,0.21479221179559,0.00837944927705018,0.0140089028541503,0.0324185523992939,0.345463065799188,0.0205529360794914
"path:hsa04650",77.5945410406837,127.184570436478,2.43094143206454,3.46555908677002,0.00995024875621891,0.0248756218905473,0.108457861204288,0.00845167464951049,0.0199004975124378,0.0679037246201425,0.22517917850033,0.0205529360794914
"path:hsa04923",27.4982944141675,50.1824678117299,4.86266061092159,5.18082465909693,0.00497512437810945,0.00995024875621891,0.220984987797511,0.00858979137907564,0.0140089028541503,0.0401990049751244,0.349092227100416,0.0206541051137324
"path:hsa04620",41.0735092118245,72.9827021340518,2.74986569849593,3.36889584077039,0.00995024875621891,0.0149253731343284,0.112174204770651,0.00870366903594019,0.0199004975124378,0.0478559583037195,0.228541837757026,0.0206953908187911
"path:hsa05203",0,104.518888684093,-1.19938669280989,7.57804535564963,0.00497512437810945,0.154228855721393,0.235912324591536,0.00909330505404629,0.0140089028541503,0.243392412935323,0.360986148589219,0.0212197981127364
"path:hsa04062",74.7997331778254,131.355926931404,3.36343067304064,4.10612058184556,0.00995024875621891,0.00995024875621891,0.118391563426735,0.00912253002977453,0.0199004975124378,0.0401990049751244,0.230440721669894,0.0212197981127364
"path:hsa04921",36.4632520101715,102.005575266581,1.05313694022031,3.28515689582264,0.0149253731343284,0.208955223880597,0.0806079704447029,0.0092913924471538,0.0255522388059701,0.313144422813469,0.183047266218179,0.0213801933730206
"path:hsa05133",16.9730947218522,46.7398102493363,2.22881683636048,3.78924545139889,0.00497512437810945,0.0398009950248756,0.251453076714505,0.00961251792794085,0.0140089028541503,0.0903348426407289,0.375457333724398,0.0218838174104185
"path:hsa05224",29.4663484494529,81.0082072434489,0.368973577185243,2.05899103062973,0.0447761194029851,0.626865671641791,0.0295972246356173,0.01010655327257,0.0563652326602283,0.74486391571554,0.101534128026187,0.0224790097400658
"path:hsa04911",27.1200837524271,55.2831935943665,6.69221695036507,6.76644934456899,0.00497512437810945,0.00497512437810945,0.270480466767063,0.010241736553429,0.0140089028541503,0.0324185523992939,0.393098278368132,0.0224790097400658
"path:hsa04068",29.2893447260068,82.9503628103463,0.611545296787312,2.44313771329515,0.0348258706467662,0.532338308457711,0.0388207248560105,0.010283314613231,0.0460045451753578,0.676304014518602,0.117540528036254,0.0224790097400658
"path:hsa04140",68.864279949614,113.315191463543,1.94072691076676,2.33542487821486,0.0298507462686567,0.054726368159204,0.0453456749741175,0.0102941259557311,0.0420267085624509,0.111663902708679,0.125131103093134,0.0224790097400658
"path:hsa04380",32.5805232804793,90.4316238951301,0.569772766786931,2.3262359388088,0.0348258706467662,0.502487562189055,0.0398126773733447,0.0105110920316909,0.0460045451753578,0.646512659631777,0.118892652977933,0.022575355147763
"path:hsa04926",62.927590518765,111.853712926208,1.86741983666526,3.05807564857627,0.0199004975124378,0.0597014925373134,0.0699634968434965,0.0105492313774594,0.0310854486690634,0.114854299928927,0.163665811677204,0.022575355147763
"path:hsa05150",0,22.0169744551238,-0.577545149326596,4.82754715886799,0.00497512437810945,0.243781094527363,0.283809150777826,0.0106785073449881,0.0140089028541503,0.346787190806531,0.399163837868168,0.0226257482359155
"path:hsa04971",18.4798172814081,51.6322761309246,4.79665919403116,5.79941372528731,0.00497512437810945,0.0149253731343284,0.295474464882218,0.0110582094171541,0.0140089028541503,0.0478559583037195,0.408929241591065,0.0232005570124606
"path:hsa04723",1.21391840522958,45.909617602331,-0.996766915950393,2.06783919593065,0.0597014925373134,0.333333333333333,0.0253320928824702,0.0113337771588566,0.072181465553588,0.454954954954955,0.093599936413195,0.0235478476892749
"path:hsa04152",36.9754001122376,84.6375291904153,1.69250819411129,2.84598370515569,0.0149253731343284,0.0696517412935323,0.105966817920993,0.0117818050229528,0.0255522388059701,0.12790592492085,0.222122752949775,0.0242433295664605
"path:hsa04910",55.6933080887645,117.993385901733,0.844067459640866,2.23741522898568,0.0348258706467662,0.343283582089552,0.0465063947031877,0.0120266280574409,0.0460045451753578,0.465391164980467,0.126729925566186,0.0244168270938742
"path:hsa04010",28.997200845314,107.370603939456,1.4905258136708,3.39405931426282,0.0199004975124378,0.0746268656716418,0.0819158021149163,0.0120943162240685,0.0310854486690634,0.135807449240285,0.184099431557235,0.0244168270938742
"path:hsa04612",1.75283244008972,54.6654435527333,-0.177986821535197,6.3456875043504,0.00497512437810945,0.840796019900497,0.33581933964585,0.0123542870220157,0.0140089028541503,0.903408489467556,0.45755385026747,0.0247085740440314
"path:hsa05222",24.8239228222911,61.588726247285,2.60495882015455,4.36579175344074,0.00995024875621891,0.0199004975124378,0.174640648251006,0.0127812323799075,0.0199004975124378,0.060907583295643,0.302156042212058,0.0253257752712982
"path:hsa04713",24.3132239313972,54.4299987917204,3.03700276557275,4.78134628351016,0.00497512437810945,0.0149253731343284,0.359692692311254,0.0131096536176813,0.0140089028541503,0.0478559583037195,0.481061392170879,0.0257382190292091
"path:hsa05218",32.4386952878845,62.7516730346931,0.817064178926628,1.74351224477489,0.0497512437810945,0.323383084577114,0.0371759530876123,0.0134884215240066,0.0615420009777701,0.447420432086145,0.117540528036254,0.0258965276602105
"path:hsa05235",63.1858471368105,111.246140403378,1.91489326984198,2.89236540247587,0.0149253731343284,0.0597014925373134,0.12409861891792,0.0135052106371977,0.0255522388059701,0.114854299928927,0.239411494903598,0.0258965276602105
"path:hsa05310",0,15.5341474473599,-0.816478823355845,2.6330404382741,0.0298507462686567,0.134328358208955,0.0623055793221139,0.0135533228875868,0.0420267085624509,0.217074626865672,0.152613666204729,0.0258965276602105
"path:hsa05202",1.08765166672818,92.8820892125368,0.746908285037546,9.05746262293402,0.00497512437810945,0.611940298507463,0.38164628571502,0.0137973030294852,0.0140089028541503,0.735785358919687,0.501064749151084,0.0261294057372552
"path:hsa04970",18.1182418543785,40.1694074498289,7.41387587626681,7.23244073112851,0.00497512437810945,0.00497512437810945,0.392879624849345,0.01414670968969,0.0140089028541503,0.0324185523992939,0.509808084625935,0.0265561041543304
"path:hsa04621",46.9734769641474,113.925389365109,2.27530003167262,4.03693761254185,0.0149253731343284,0.0298507462686567,0.140547687342903,0.0150341995338056,0.0255522388059701,0.0726488041719115,0.265147820923717,0.0279766843498643
"path:hsa04020",23.9308646848345,66.075878325024,4.51092838768182,6.01695993224567,0.00497512437810945,0.0149253731343284,0.44060074531436,0.0156137528772604,0.0140089028541503,0.0478559583037195,0.564294767472901,0.0288046820321872
"path:hsa01524",33.8640032974977,63.3912578880592,1.32440272603563,1.78318559950618,0.0597014925373134,0.104477611940299,0.0385437092761751,0.0162789313190398,0.072181465553588,0.177348551360843,0.117540528036254,0.0297751393356797
"path:hsa04115",20.7095460999293,53.1656183179159,2.51596627011242,3.88758416594622,0.00995024875621891,0.0298507462686567,0.241583261902103,0.0169004891056534,0.0199004975124378,0.0726488041719115,0.365730215935128,0.0300685752555212
"path:hsa04961",17.5721321950104,47.1146300284693,5.72560240461021,5.86160862715313,0.00497512437810945,0.00995024875621891,0.48326714942581,0.0169035081720226,0.0140089028541503,0.0401990049751244,0.599230835743736,0.0300685752555212
"path:hsa04924",19.6997463244177,42.3954456031547,5.67225047341551,6.05580168538132,0.00497512437810945,0.00497512437810945,0.486531458379089,0.0170013906818601,0.0140089028541503,0.0324185523992939,0.599230835743736,0.0300685752555212
"path:hsa05414",18.3838489277074,51.661949793612,7.28851824601305,7.91424074393513,0.00497512437810945,0.00497512437810945,0.486531458379089,0.0170013906818601,0.0140089028541503,0.0324185523992939,0.599230835743736,0.0300685752555212
"path:hsa05146",36.5022482982469,83.9348284782601,8.16543599071225,10.7635308505231,0.00497512437810945,0.00497512437810945,0.49658245346155,0.0173020954423133,0.0140089028541503,0.0324185523992939,0.608174016037179,0.0303495772512708
"path:hsa05332",0.0508634772524745,16.2914452309533,-0.426830495453618,3.75643730588488,0.00497512437810945,0.860696517412935,0.539690955635247,0.0185805755812922,0.0140089028541503,0.910758706467662,0.652377927404868,0.0323271802796466
"path:hsa04064",29.5376115496818,64.8846870218992,3.24786077429354,4.83104769334684,0.00497512437810945,0.0149253731343284,0.57969353080301,0.019751573560951,0.0140089028541503,0.0478559583037195,0.683873923274302,0.0340873930809961
"path:hsa04211",60.4859019743808,101.303697766016,3.99170814322308,4.90534952254629,0.00995024875621891,0.0149253731343284,0.296379909043066,0.0201310402789455,0.0199004975124378,0.0478559583037195,0.408929241591065,0.0342649147330511
