"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","01daeea0-2a6d-450e-b541-5e403e998637","05a38163-a505-4f97-b2a3-7430c49b14f4","07b21ab7-9c14-4bf2-b692-3449e7c8daf0","0c403fda-6913-4ea2-92d2-2c3d9ebe5bf9","195f1b52-8967-4af0-9485-6a4d654fc76f","1e2a2928-92b0-43e4-998b-427924e3aea0","1ea0d15c-4030-4699-b57a-71b9652d2f27","21c5c6c1-99c9-4467-af84-9de60453c42d","2246cc48-f55a-4eab-9188-83785204cd7b","38c85503-bd80-4952-8726-657af216295e","3e32a9d5-c17a-4cdd-b166-2f1d0d6db295","4671ef5e-e490-4432-a5ae-1b4440baaa13","4b7f43e2-26a2-46e7-a9f4-f3a411483d4f","5984136a-a74a-45f6-a034-e1efe45d89b3","5bf8138a-a093-4b56-b160-7f0b076f0d18","5f322a49-5a2a-4800-8501-3a922aaf795d","5fd5097d-0a92-4e4f-9891-105791d711b6","628792e2-4e0c-4b49-b6b1-af80d2b6dccf","69595b5c-5d7b-416b-aa98-b2218bbe5d7b","71c61ca2-a94d-4978-bc40-76f33e130e84","7e26363a-e1ab-4156-bb02-c7e3c13a581b","86caadb5-6b0d-4c6f-b9b1-579906dc5558","87568d62-a031-4a4a-b539-75998f3a8b59","8bd24827-f3b7-49a9-9342-f2c97b66a9fe","8c76a418-c594-44e6-ad17-95a11745f7d6","8e7d2668-9edf-44f7-888d-ee0638a154a2","93d2f741-5fa7-447f-beab-da1876e2130e","a32e18ec-277e-4589-ad58-91a2b37d4a0c","a3a2f30a-46d8-41d1-9f7e-046d7d416383","aa434f5d-ab31-4547-9c91-03088158a743","b1ad1cf2-155b-4aa1-840a-636d16ec8cda","b36ac304-1876-4967-82f4-36244e5572e2","b3f586ad-456a-4b62-9471-f82e892daa71","c0953c42-6854-43e8-9e30-84af3b7d7d84","c72fbf77-1dad-4239-80c7-46485578a249","d61f7ccd-7541-4cc2-9109-ecee3f223460","d9209d52-ba34-4e29-bf04-a0ff35a0e1d5","dcef5416-8458-40ee-b919-358e2774eb2f","e12bbe1f-7c60-4785-a96e-ce2197579531","e225008e-3706-45a2-9349-dc82a5cfa125","e27be5d8-faaa-498f-8474-044ccb63fadb","f5a44716-7285-47a7-be8b-76c73e697f7b","0caf4196-8f2a-4812-b485-b7651bc1cbf7","241c2d16-417a-4ba4-aeaf-ae7e8b96bb4a","26b3089e-1528-4bfb-ac0c-8d8cd45ac051","272d2832-7484-41fa-abf9-9a28f69d6b04","3066ea1b-4994-43d3-a73d-ba1eee638d6f","31d548ab-7fa7-4646-9def-d3fa5532d88b","342b23fe-2059-4a46-bc56-8ec72767d78b","3a7710b9-1240-4570-a50c-06deea2c287e","3c916c94-a5c6-4070-834e-a75d351c6f8f","3d92c204-11df-4c55-8460-d5f1e417b491","430332db-35e4-40f0-a56a-7b2dfa9a93fe","47ef624c-a4ee-4caf-8bd5-ca6fcecf3b30","4ab9f4e8-beb7-4b43-b509-6109ba7acd0a","5106edc8-0497-4c14-af8b-e888484c6bd9","515ce558-5c94-48c0-8169-2517da2f7170","5278a216-f2e3-444b-9ac8-31c8c46c88f4","565983e0-ffa6-49b2-a4ec-b9fa18a43b5a","5e5ad53d-2c5e-4e30-bb55-1749dbcdb270","6abe5e40-8775-4c31-9924-693b93200c51","6daae859-3e24-4145-8288-c575d23111cf","6f6be875-b396-465f-9c26-9be81fd6c9cf","768f5843-c7ce-41d3-b5fb-70a5f4161d11","7a9b8e79-54a4-4015-8372-4332f1cafdee","7f58b7ed-10c8-4b45-92ba-61aaa9904fe7","848c6274-235a-4ed3-ad59-6be67064865d","85d43c32-cbd3-4c44-bddd-88174388cc66","867719fa-1bd0-4f57-9cd8-cc4b1b5881bb","92b34c13-82a6-462f-ad6e-4546cf4655bc","95aa5f47-7786-4056-b91e-4cb0dba69949","97f64788-cd41-4856-bffb-3f44691b4b76","9de762e9-edab-440e-91b0-c054b945a279","a358c96a-ad1a-475e-9693-9d353b1480a1","a3a44773-6092-4515-b705-4932ee97688e","aafc88db-5aaa-4046-b5e4-e800815a316a","b37ac38d-6961-4c6d-bd63-2c0535b438aa","c56dd841-58f8-4b85-890a-1132f6c71b9c","c6b0b2c1-fd5a-498c-bce4-04bed3a9ccf5","cffb191b-6924-4843-968f-a3a5a888ef20","d052a08c-a172-4021-a424-079d9f3a78a3","d232a064-8d33-48cc-ad14-c49842d35ce8","d396b1c2-49fe-47ed-aaee-648f6dfb0dae","d9de0d6b-afd6-47c4-9bf3-9527fde50ba9","e36f9582-c5cf-4308-9923-c83e97314d51","ef68bf5c-262e-4183-bd00-b27cbc0f7a6c","f999b8b6-d912-4ec8-900b-3b327dc22f75"
"40","VAC14-AS1",107.554109141924,-1.3272019680316,0.29216370924477,-4.54266538257731,5.55473867697381e-06,0.00423632145199408,14.6653182623238,140.096270270533,16.6248787523198,33.2553158504262,53.4731893061757,40.4786600923815,53.1215449325985,30.7664651588551,52.5920792381711,76.1781278360014,134.045304988894,90.233031403775,76.8098264511126,49.0283691288314,163.382118763384,18.1832605441553,3.75427858130438,71.5079590103616,25.847771542635,17.5516547874275,33.691683498966,112.541755145383,29.3226860559745,47.9923017463496,75.8603895352151,41.9953167176109,81.8756879357357,44.8888512082976,35.8246895781928,10.3330869015765,17.5267311718084,71.2876391857005,23.9516923427263,73.562007153829,17.9759209202765,187.217632406543,20.8493199702532,47.0492299263886,77.0664585942498,129.409996733643,183.261422298571,9.52484755019474,58.9005672933071,517.218377840462,234.861161915737,32.5346429280127,345.381428430768,111.665205385323,50.7200464294858,134.61143792196,60.0453551431389,25.0479095499532,653.369265023888,21.2136027073905,4.93384250054148,24.5220877394041,68.3688178097109,383.800342303563,126.201227971777,77.0819539117314,64.925101515179,27.4491740940464,70.8457493809501,84.2629298596363,53.0374633339722,38.4423131916173,71.6547429105052,29.1671154635895,71.0833873035285,71.5818736791357,92.7035152922451,80.6761270995398,213.737872304899,93.0535403155256,66.7891085502725,42.3478292104649,208.689093527021,1838.31931451123,8.28824435607379,141.219694511222,73.1412534984348,35.4344025288528,138.02980098591,41.7602388934839,59.6318547233454,129.056203560703,46.7975064606811
"41","SYNPO2L",32.5239804827012,1.09393199211849,0.242085527032522,4.51878311573549,6.21960654116203e-06,0.00451750755106402,22.9544111932025,49.3420826110053,18.9998614312226,39.1239010005014,93.365886090148,23.4776228535813,130.324856901308,17.4809461129859,3.50613861587808,16.7057297885968,28.3291623945601,20.1491235173478,28.4480838707824,7.26346209316021,12.507722010594,22.5126082927637,78.0889944911312,10.0844557578715,13.9180308306496,14.8514002047463,12.1290060596278,13.162778379577,30.0557532073739,14.6063527054108,64.1895603759512,25.3721705168899,28.510284191908,33.1787161104808,234.418077457305,266.275700925241,30.0458248659572,132.550454110912,21.6337866321399,16.1231796501543,10.4859538701613,52.7478250034309,62.5479599107595,20.9107688561727,7.00604169038634,21.8721121239961,16.3071604587712,114.298170602337,55.8005374357646,27.4501373714212,24.1446054305898,31.6050817014981,10.8904054009701,11.494947613195,9.66096122466396,7.47841321788666,5.29811957145343,19.6027118217025,20.7119939921117,25.6331032714302,24.6692125027074,9.99048019012758,16.3699986304942,12.8504578896282,22.8686788942147,19.8921171385113,8.32373096348449,24.6338741869647,9.66078400649319,14.0438216432727,21.9067783335972,47.635040259178,20.4727836887158,4.16673078051279,7.25340686770699,10.4753961481662,25.6999844374541,17.8336702009509,34.5516109365063,26.1713082137416,15.412871203909,50.288047187427,33.5019280578495,29.3518529911547,26.5223819394361,13.8904617552022,25.7200012302188,42.3947315970203,4.12029256674358,12.6068645716178,28.2466680268478,17.0809681183284,21.3462310171528
"42","AP006284.1",30.1507958260353,-1.33647887256546,0.295516411962905,-4.52251996323379,6.11077211684507e-06,0.00451750755106402,58.6612730492952,14.0977378888587,4.74996535780565,18.5838529752382,9.3365886090148,21.0489032480384,5.66629812614384,9.09009197875266,17.5306930793904,42.0984390672639,11.055282885682,13.1407327287051,11.379233548313,30.8697138959309,27.3606418981744,13.8539127955469,6.00684573008701,7.33414964208837,16.900466008646,14.8514002047463,8.08600403975184,18.4278897314078,10.2629401195911,3.12993272258802,5.83541457963193,16.623146200721,7.3103292799764,11.7101350978168,6.23038079620745,4.76911703149685,11.267184324734,5.56934681138285,10.0442580792078,31.2386605721739,7.48996705011519,46.0614809889115,17.6903320959724,42.867076155154,3.50302084519317,30.0741541704946,48.1449499258959,6.34989836679649,7.23340300093245,60.6792510315626,65.8489239016086,9.2956122651465,476.844179342479,8.21067686656786,9.66096122466396,53.5952947281877,10.5962391429069,7.62327681955098,71.5505247000224,145.84351861331,29.6030550032489,8.17402924646802,34.6658794528112,43.691556824736,42.3494053596568,22.3786317808253,16.647461926969,32.3759489314394,9.66078400649319,3.51095541081818,53.0374633339722,11.6998344496227,49.1346808529179,9.16680771712814,14.506813735414,28.807339407457,13.767848805779,13.5875582483435,57.8538601727547,14.5396156743009,13.7003299590302,2.64673932565405,31.4080575542339,247.576499142783,2.48647330682214,17.7489233538694,13.6637506535538,29.7395878367157,9.27065827517306,55.9429615365538,37.6622240357971,5.69365603944279,13.1361421644017
"43","MIA",21.8383359931408,1.53606738736858,0.3403650916344,4.51299920327473,6.39172623087211e-06,0.0045345581488136,6.37622533144513,3.52443447221466,11.8749133945141,242.568186203109,8.48780782637709,9.71487842217157,3.5414363288399,4.89466491163605,17.5306930793904,2.67291676617549,14.5100587874576,22.7772700630888,0.948269462359414,10.8951931397403,110.22430021836,5.19521729833007,6.00684573008701,2.75030611578314,19.8829011866423,297.028004094927,10.7813387196691,2.63255567591539,16.127477330786,18.7795963355281,2.5008919626994,7.87412188455204,6.57929635197876,27.3236485615725,31.1519039810372,19.0764681259874,21.282459280053,99.1343732426148,21.6337866321399,16.1231796501543,10.4859538701613,17.8302507053851,18.9539272456847,55.4135374688577,21.018125071159,10.0247180568315,147.540975579358,6.34989836679649,465.004478631372,7.22372036090031,3.65827355008937,13.0138571712051,1.55577220013859,9.85281223988144,3.22032040822132,8.72481542086777,17.6603985715114,5.4451977282507,0,17.6780022561588,9.86768500108296,19.9809603802552,8.6664698632028,15.4205494675539,31.338559966146,9.94605856925567,4.99423857809069,7.74207474447463,23.3468946823585,5.85159235136363,10.376895000125,4.17851230343667,11.6012440902723,7.50011540492302,105.899740268522,20.0778426173185,14.6857053928309,5.09533434312883,4.01762917866352,3.87723084648023,9.4189768468333,10.5869573026162,13.9591366907706,5.74275384609549,1.65764887121476,3.85846159866727,12.8600006151094,0.632757188015228,3.09021942505769,13.3947936073439,404.868908384819,0,2.46302665582532
"44","SMCP",2.5437962177874,3.78923926707067,0.840692784726781,4.50728177511616,6.56634078805229e-06,0.00455256345637098,0,0,0,0,0,0,15.5823198468955,0,0,0,0,0,2.84480838707824,0,0.781732625662125,0,7.50855716260877,0.916768705261047,0,5.4005091653623,0,0,18.3266787849841,0,0,0,0,0,6.23038079620745,12.7176454173249,2.50381873882977,35.6438195928503,0.772635236862139,1.00769872813464,0,0,0.631797574856157,0,1.75151042259659,0,0,92.0735263185491,0,1.44474407218006,0,0,0,0,0,1.24640220298111,0,1.08903954565014,0,0,0,0,0,0,0,0,0,0,0,0,0.576494166673611,0,0.682426122957193,0,0,0,0,0,0,1.93861542324012,0,2.64673932565405,0,0.638083760677276,0,0,3.21500015377736,0,0,0,3.13851866964976,0,0
"45","SRMS",14.0947171617757,-1.36969660455541,0.305535254482213,-4.4829412791549,7.3621193077975e-06,0.00482239214724156,20.4039210606244,1.76221723610733,4.74996535780565,1.95619505002507,21.2195195659427,4.04786600923815,7.79115992344777,6.99237844519435,3.50613861587808,8.68697949007034,5.52764144284099,7.00839078864272,27.499814408423,6.35552933151518,3.1269305026485,1.73173909944336,5.25599001382614,2.75030611578314,10.9355956526533,1.35012729134058,9.43367137971048,5.26511135183079,8.79680581679235,1.04331090752934,7.5026758880982,4.37451215808447,2.92413171199056,3.90337836593892,14.0183567914668,7.94852838582808,10.0152749553191,5.56934681138285,7.72635236862139,14.107782193885,2.99598682004608,2.97170845089752,34.7488666170886,5.22769221404318,10.5090625355795,5.46802803099902,2.32959435125303,6.34989836679649,9.30008957262743,57.7897628872025,71.7021615817516,25.0981531158955,24.1144691021482,14.7792183598222,0.80508010205533,7.47841321788666,2.64905978572672,15.246553639102,1.88290854473743,79.5510101527144,0,2.72467641548934,0.962941095911422,17.9906410454795,18.633738358249,2.48651464231392,7.49135786713604,14.7803245121788,5.63545733712103,1.17031847027273,97.4275141678402,0.835702460687333,39.5807151315172,3.33338462441023,8.70408824124839,34.0450374815401,11.0142790446232,5.09533434312883,98.8336777951225,6.78515398134041,26.5443892956211,5.29347865130811,23.0325755397715,19.7805965809956,4.14412217803689,10.8036924762684,15.2712507304424,47.4567891011421,3.09021942505769,6.30343228580888,3.13851866964976,5.69365603944279,41.8714531490305
"46","NPSR1-AS1",7.73777853286909,1.72479509287542,0.384275799476346,4.48843017235486,7.17499341273089e-06,0.00482239214724156,6.37622533144513,0.881108618053666,9.49993071561131,0.978097525012535,9.3365886090148,0.809573201847631,18.4154689099675,1.39847568903887,0,23.3880217040355,11.7462380660371,3.50419539432136,8.53442516123473,3.6317310465801,3.90866312831063,0.865869549721679,3.75427858130438,33.9204420946587,4.97072529666058,1.35012729134058,2.69533467991728,3.94883351387309,18.3266787849841,3.12993272258802,5.83541457963193,10.4988291794027,2.19309878399292,7.80675673187785,3.89398799762965,123.997042818918,5.00763747765954,130.322715386359,3.86317618431069,7.0538910969425,0,1.48585422544876,2.52719029942463,3.13661532842591,7.00604169038634,10.936056061998,3.88265725208838,3.17494918339825,31.0002985754248,1.44474407218006,0,0,2.33365830020789,3.28427074662715,3.22032040822132,0,0,2.17807909130028,3.76581708947486,0.883900112807938,0,1.81645094365956,20.2217630141399,0.856697192641882,2.54096432157941,2.48651464231392,2.49711928904535,0.703824976770421,3.22026133549773,4.68127388109091,1.15298833334722,3.34280984274933,0.682426122957193,0,7.97874755447769,6.9835974321108,3.67142634820773,3.39688956208588,5.62468085012893,1.93861542324012,6.85016497951512,2.64673932565405,0.697956834538532,0,1.65764887121476,0.771692319733454,5.62625026911037,5.69481469213705,6.18043885011538,0.78792903572611,3.13851866964976,7.59154138592372,1.64201777055021
"47","AC107464.1",177.261190483842,-1.38136781955777,0.308272920895976,-4.48098981753866,7.42976565004764e-06,0.00482239214724156,216.15403873599,412.358833249116,28.4997921468339,31.2991208004011,21.2195195659427,21.858476449886,33.289501491095,12.5862812013498,136.739406019245,21.3833341294039,257.726282272461,337.278806703431,59.7409761286431,19.9745207561906,107.097369715711,44.1593470358056,11.2628357439131,56.8396597261849,213.741187756405,139.063111008079,157.677078775161,167.167285420628,57.1792378091503,21.9095290581161,77.5276508436814,88.3651455933063,6.57929635197876,111.246283429259,65.4189983601782,6.35882270866247,28.7939154965424,36.7576889551268,122.84900266108,121.931546104292,77.895657321198,12.6297609163144,178.166916109436,136.965536007931,57.7998439456873,193.203657095299,149.094038480194,9.52484755019474,18.6001791452549,346.738577323215,235.592816625755,68.7875307620841,516.516370446013,220.046140024019,41.0590852048218,439.979977652332,15.0113387857847,99.1025986541627,393.527885850123,303.177738693123,88.8091650097466,212.524760408169,119.404695893016,201.323840270842,1688.89428574311,430.167033120308,366.244162393318,542.649057089995,76.4812067180711,14.0438216432727,179.289685835493,31.7566935061187,528.197819168867,35.0005385563074,7.25340686770699,20.0778426173185,17.4392751539867,64.5409016796318,756.117811424474,131.825848780328,186.666995691787,174.684795493168,789.389179863079,535.990358968912,48.9006417008353,251.571696233106,215.405010303083,91.1170350741929,50.4735839426089,142.615155466426,106.709634768092,108.179464749413,442.523789163283
"48","GBA3",8.22027351044875,-2.06233137441624,0.461441573895687,-4.46932285924121,7.84676128685028e-06,0.00498694374618031,0,12.3355206527513,2.37498267890283,8.80287772511282,0.848780782637709,0,77.9115992344777,0.699237844519435,0,0.668229191543872,2.07286554106537,2.62814654574102,5.68961677415649,2.72379828493508,1.56346525132425,2.59760864916504,0,3.66707482104419,3.97658023732847,2.70025458268115,0,0.658138918978848,2.19920145419809,102.244468937875,0,4.37451215808447,13.8896256319552,1.95168918296946,0.778797599525931,3.17941135433123,2.50381873882977,4.45547744910628,1.54527047372428,5.03849364067322,2.99598682004608,0.742927112724379,0.631797574856157,5.22769221404318,3.50302084519317,13.6700700774975,0.776531450417676,6.34989836679649,1.03334328584749,10.1132085052604,127.30791954311,3.7182449060586,145.464700712958,1.64213537331357,7.24572091849797,2.49280440596222,0.883019928575572,2.17807909130028,7.53163417894972,0,0,3.63290188731912,2.88882328773427,3.42678877056753,43.1963934668499,0,0.832373096348449,7.03824976770421,24.9570253501074,1.17031847027273,4.03545916671527,2.507107382062,125.566406624123,1.66669231220512,2.9013627470828,0,0,1.69844478104294,15.2669908789214,1.93861542324012,0.85627062243939,0,4.88569784176972,779.100271786954,1.65764887121476,1.54338463946691,0.803750038444339,0,2.06014628337179,3.15171614290444,0,13.2851974253665,0
"49","ZNF676",26.4017196295095,2.65048430434768,0.594767161781128,4.45633934531685,8.33710261590203e-06,0.00519044188572872,10.2019605303122,1.76221723610733,0,7.82478020010028,16.1268348701165,0.809573201847631,98.4519299417491,0,14.0245544635123,0.668229191543872,0.690955180355124,5.25629309148204,20.8619281719071,0,0,426.873688012788,85.5975516537399,0,3.97658023732847,0,0,3.94883351387309,64.5099093231439,11.4764199828227,0.833630654233133,2.62470729485068,1.46206585599528,1.95168918296946,172.893067094757,143.073510944905,80.1221996425526,66.8321617365942,0.772635236862139,0,2.99598682004608,2.22878133817314,255.246220241887,3.13661532842591,5.25453126778976,1.82267601033301,3.1061258016707,438.142987308958,12.4001194301699,4.33423221654018,1.46330942003575,0.92956122651465,0.777886100069296,3.28427074662715,0.80508010205533,1.24640220298111,1.76603985715114,62.075254102058,5.64872563421229,0,0,0.90822547182978,15.4070575345827,0,0,4.97302928462784,2.49711928904535,4.92677483739295,0,0,4.61195333338889,1.67140492137467,1.36485224591439,11.6668461854358,0.725340686770699,0.87294967901385,0,22.9290045440797,0,2.90792313486018,0,42.3478292104649,0,0.638083760677276,0,0.771692319733454,23.3087511148858,1.26551437603046,0,0.78792903572611,100.432597428792,0,1.64201777055021
"51","PLA2R1",221.453473398511,-1.43901454480411,0.325049675549731,-4.42706039429334,9.55259928520122e-06,0.00542913316460519,40.1702195881043,88.1108618053666,45.1246708991537,359.939889204613,148.536636961599,79.3381737810678,40.3723741487748,49.6458869608799,326.070891276661,31.406772002562,107.098052955044,166.449281230264,161.2058086011,85.3456795946325,110.22430021836,67.537824878291,59.3176015846092,30.2533672736145,71.5784442719124,129.612219968695,113.204056556526,220.476537857914,25.6573502989777,77.2050071571712,26.6761809354603,172.355779028528,216.385746687302,72.2124997698701,45.170260772504,38.9477890905576,20.0305499106382,157.055580080996,133.66589597715,98.754475357195,25.4658879703916,260.767416566257,20.217522395397,316.798148171016,236.453907050539,119.385278676812,260.914567340339,82.5486787683544,145.701403304496,79.4609239699034,34.3877713708401,41.8302551931592,54.4520270048507,712.686752018091,817.961383688216,32.4064572775088,2996.96963758549,284.239321414687,43.3068965289609,37.1238047379334,113.478377512454,40.8701462323401,375.547027405454,100.2335715391,115.190382578267,124.325732115696,126.520710644964,54.8983481880928,134.44591075703,454.083566465818,247.315997502979,60.170577169488,36.1685845167312,564.175347681432,3982.12037037114,543.847650025628,199.174879390269,258.163606718527,36.9621884437044,27.1406159253616,50.519966723924,68.8152224670054,32.803971223311,35.7326905979275,85.36891686756,100.320001565349,115.740005535985,39.8637028449594,307.991869364083,56.7308905722799,326.405941643575,151.830827718474,81.2798796422356
"52","SLFN13",219.633881350027,-1.22497561804438,0.276783127960696,-4.42575971689406,9.6103452071291e-06,0.00542913316460519,40.1702195881043,136.571835798318,116.374151266239,189.750919852432,41.5902583492478,85.8147593958489,68.703864779494,65.0291195403075,87.6534653969519,147.010422139652,139.572946431735,357.427930220778,79.6546348381908,86.2536123562775,79.7367278175368,48.488694784414,135.154028926958,85.2594895892773,104.385231229872,199.818839118405,84.9030424173943,182.96261947612,181.067586395642,88.6814271399939,235.083844493744,24.497268085273,137.434190463556,109.29459424629,66.1977959597041,226.5330589961,36.3053717130317,34.5299502305737,31.6780447113477,306.340413352932,31.4578616104838,323.173294035105,110.564575599827,468.401222378269,325.780938602965,40.0988722273261,62.1225160334141,50.7991869343719,106.434358442292,143.029663145826,629.223050615371,65.9988470825401,290.929401425917,486.072070500818,136.058537247351,594.533850821989,83.0038732861038,86.034124106361,1097.73568158192,27.4009034970461,103.610692511371,162.572359457531,303.326445212098,228.738150435382,84.6988107193136,106.920129619498,74.081205575012,112.611996283267,109.488885406923,95.9661145623636,796.138444176256,360.187760556241,139.214929083267,123.335231103179,63.1046397490508,52.376980740831,406.610468064006,68.7870136322392,1555.62601797851,148.304079877869,69.3579204175906,161.451098864897,48.8569784176972,2838.19656749252,186.48549801166,185.977849055762,77.1600036906565,65.1739903655685,74.1652662013845,317.535401397622,426.838539072367,307.457426129911,55.0075953134322
"53","IL31RA",9.20246219028577,-1.85226979660509,0.41718087333967,-4.43996816483233,8.99721861162537e-06,0.00542913316460519,0.637622533144513,0,16.6248787523198,267.998721853435,0.848780782637709,1.61914640369526,8.49944718921575,1.39847568903887,10.5184158476342,1.33645838308774,0.690955180355124,7.00839078864272,1.89653892471883,7.26346209316021,10.9442567592698,5.19521729833007,3.00342286504351,0.916768705261047,1.98829011866423,2.70025458268115,0,15.7953340554924,6.59760436259426,8.34648726023472,5.83541457963193,1.74980486323379,3.6551646399882,0,1.55759519905186,2.38455851574842,2.50381873882977,11.1386936227657,0,4.03079491253857,0,1.48585422544876,0,3.13661532842591,7.00604169038634,0,2.32959435125303,3.17494918339825,56.8338807216121,0,3.65827355008937,0,0,9.85281223988144,28.1778035719366,1.24640220298111,201.32854371523,3.26711863695042,26.360719626324,0.883900112807938,0,1.81645094365956,6.74058767137995,6.85357754113506,32.1855480733392,0,2.49711928904535,0.703824976770421,6.44052267099546,3.51095541081818,1.72948250002083,12.53553691031,1.36485224591439,33.3338462441023,7841.65816467803,42.7745342716786,10.0964224575712,10.1906686862577,8.03525835732704,0,0.85627062243939,0,3.48978417269266,5.10467008541821,3.31529774242951,6.94523087760109,1.60750007688868,4.4293003161066,56.6540227927243,13.3947936073439,3.13851866964976,17.0809681183284,0.821008885275107
"54","AC007319.1",13.609214111375,2.2241696659514,0.501548954657411,4.43460133910686,9.22428223807017e-06,0.00542913316460519,12.1148281297457,0,0,2.93429257503761,61.1122163499151,0,4.24972359460788,0.699237844519435,7.01227723175615,2.00468757463162,4.14573108213074,0,183.964275697726,0.907932761645026,1.56346525132425,27.7078255910937,2.25256714878263,12.8347618736547,3.97658023732847,2.70025458268115,0,0.658138918978848,4.39840290839617,5.2165545376467,0.833630654233133,16.623146200721,0,1.95168918296946,2.33639279857779,3.97426419291404,3.75572810824465,351.982718479396,0,4.03079491253857,2.99598682004608,2.97170845089752,4.4225830239931,7.31876909966045,71.81192732646,4.55669002583252,79.2062079426029,53.9741361177702,16.5334925735599,0,0,1.8591224530293,0.777886100069296,3.28427074662715,5.63556071438731,0,1.76603985715114,10.8903954565014,0,0.883900112807938,24.6692125027074,0,9.62941095911422,4.28348596320941,1.69397621438627,4.97302928462784,0,2.81529990708168,0.805065333874432,3.51095541081818,1.72948250002083,5.84991722481133,0.682426122957193,5.00007693661535,2.9013627470828,0,0,4.24611195260736,1.60705167146541,5.81584626972035,1.71254124487878,76.7554404439676,2.09387050361559,2.55233504270911,0,3.85846159866727,2.41125011533302,3.16378594007614,1.0300731416859,3.93964517863055,0,5.69365603944279,5.74706219692575
"56","DLX2",166.812491546565,1.74515288626021,0.395558507946854,4.41187043433455,1.02481436279221e-05,0.00558267624131056,464.82682666235,42.293213666576,87.8743591194046,51.8391688256644,1150.94674125673,1126.9258969719,6.37458539191181,1510.35374416198,21.0368316952685,1349.82296691862,295.037862011638,12.2646838801248,63.5340539780808,1950.23957201352,10.1625241336076,477.094121896645,386.690693874351,309.867822378234,36.7833671952883,21.6020366614492,20.2150100993796,48.0441410854559,57.9123049605496,38.6025035785856,55.8532538336199,252.846802737282,64.3308976637924,58.5506754890838,8.56677359478524,33.3838192204779,381.83235767154,275.125732482313,47.1307494485904,43.3310453097897,44.9398023006911,20.8019591562826,6.94977332341772,24.0473841845986,40.2847397197215,42.8328862428257,14.7540975579358,44.4492885675755,47.5337911489847,36.1186018045015,563.374126713763,13.0138571712051,336.046795229936,11.494947613195,10.4660413267193,31.1600550745277,59.1623352145633,26.1369490956034,13.180359813162,104.300213311337,3843.46330792181,164.38881040119,255.179390416527,374.376673184502,44.0433815740431,32.3246903500809,79.9078172494511,25.3376991637352,19.3215680129864,1.17031847027273,288.823577503479,132.040988788599,35.486158393774,13.3335384976409,10.8801103015605,9.60244646915235,19.2749883280906,34.8181180113803,14.4634650431887,103.715925143346,16.2691418263484,26.4673932565405,166.811683454709,35.0946068372502,3.31529774242951,16.977231034136,70.7300033831018,16.4516868883959,15.4510971252884,73.2774003225283,12.554074678599,83.5069552451609,10.6731155085764
"57","FCN2",2.60779391353691,-2.24442298473269,0.509882334746602,-4.40184495869643,1.07334247642508e-05,0.00564611959344966,0,0.881108618053666,0,0.978097525012535,1.69756156527542,2.42871960554289,0,0,0,0,0,0,0,8.17139485480524,0,2.59760864916504,0,0.916768705261047,0,0,0,1.3162778379577,0.733067151399362,0,0.833630654233133,2.62470729485068,0,7.80675673187785,0,0,0,0,0.772635236862139,2.01539745626929,0,0,0.631797574856157,0,0,2.73401401549951,41.9326983225545,0,2.06668657169498,4.33423221654018,36.5827355008937,4.64780613257325,13.224063701178,3.28427074662715,0.80508010205533,1.24640220298111,0.883019928575572,0,20.7119939921117,1.76780022561588,0,0,0,3.42678877056753,0.846988107193136,0,0,2.81529990708168,0.805065333874432,1.17031847027273,1.15298833334722,0,0.682426122957193,2.50003846830767,2.9013627470828,4.36474839506925,2.75356976115579,3.39688956208588,3.21410334293081,8.72376940458053,0,2.64673932565405,4.18774100723119,44.6658632474093,0.828824435607379,0,0.803750038444339,2.53102875206091,1.0300731416859,0,3.13851866964976,0,0.821008885275107
"58","AC104758.3",15.9956026579103,-1.49942952237857,0.340638710896448,-4.40181774535422,1.07347714030053e-05,0.00564611959344966,22.9544111932025,7.04886894442933,7.12494803670848,14.671462875188,13.5804925222033,12.9531712295621,1.41657453153596,6.29314060067492,7.01227723175615,3.34114595771936,20.0377002302986,6.13234194006238,26.5515449460636,7.26346209316021,15.6346525132425,8.65869549721679,3.00342286504351,10.0844557578715,7.95316047465693,5.4005091653623,5.39066935983456,10.5302227036616,7.33067151399362,2.08662181505868,0,3.49960972646758,8.77239513597168,27.3236485615725,3.11519039810372,1.58970567716562,0,3.34160808682971,4.63581142117283,11.0846860094811,4.49398023006911,5.94341690179503,3.79078544913694,11.500922870895,19.2666146485624,0.911338005166503,4.65918870250606,0,20.6668657169499,93.908364691704,24.8762601406077,0.92956122651465,39.6721911035341,19.7056244797629,2.41524030616599,2.49280440596222,0.883019928575572,2.17807909130028,3.76581708947486,27.4009034970461,4.93384250054148,10.8987056619574,3.85176438364569,26.5576129718983,6.77590485754509,22.3786317808253,14.1503426379236,19.0032743728014,0.805065333874432,1.17031847027273,36.3191325004375,13.3712393709973,36.8510106396884,11.6668461854358,5.80272549416559,3.4917987160554,29.3714107856618,1.69844478104294,8.03525835732704,0,35.9633661424544,7.94021797696216,53.0447194249284,255.233504270911,0,3.85846159866727,16.0750007688868,6.32757188015228,17.5112434086602,9.45514842871332,47.0777800447464,17.0809681183284,79.6378618716854
