"totalAcc","totalPert","totalAccNorm","totalPertNorm","pPert","pAcc","pORA","pComb","pPert.fdr","pAcc.fdr","pORA.fdr","pComb.fdr"
"path:hsa04970",0.681145063778669,1.021717595668,-0.759237931375537,-1.50640346320443,0.129353233830846,0.477611940298507,0.128824973431363,0.0848945249769132,0.369037167105648,0.725970149253731,0.210414123271226,0.228743581187794
"path:hsa04217",2.23920667354513,7.17080140943497,2.4184502532271,0.393977353679154,0.691542288557214,0.00497512437810945,0.0286862993748509,0.0976052278190815,0.926045448433508,0.0199004975124378,0.0906857206043673,0.255883975633808
"path:hsa04310",0,2.60452027935114,-1.17887458278737,-1.7906616592112,0.0845771144278607,0.134328358208955,0.262321187051104,0.10667821214638,0.27346600331675,0.309362279511533,0.352157210013811,0.272310173110497
"path:hsa05322",0,2.69238806234471,NA,-0.0331583775164776,0.995024875621891,NA,0.0269542868227079,0.123871723172285,1,NA,0.0880506702875123,0.308091208915683
"path:hsa04261",0.681145063778669,1.021717595668,-1.02917489152061,-1.59479670910131,0.109452736318408,0.288557213930348,0.258358589852652,0.129108243837615,0.331778606965174,0.53488654289528,0.352157210013811,0.313087491306216
"path:hsa04724",0,0.11164225627309,-1.11868879478294,-1.50972567831407,0.0796019900497512,0.139303482587065,0.389738453903748,0.138770020482971,0.27346600331675,0.311384255194615,0.483473018766675,0.328309560654834
"path:hsa05145",0,2.23920667354513,-1.3805191339441,-1.1463323908899,0.293532338308458,0.114427860696517,0.128824973431363,0.161658687506307,0.643449419568823,0.309362279511533,0.210414123271226,0.369394822277708
"path:hsa04012",2.23920667354513,4.47841334709027,2.34235692834661,1.01674420113141,0.298507462686567,0.00497512437810945,0.128824973431363,0.163752343896303,0.643449419568823,0.0199004975124378,0.210414123271226,0.369394822277708
"path:hsa04270",1.2260611148016,1.56663364669094,-1.03764607825095,-1.34595445565408,0.154228855721393,0.278606965174129,0.258358589852652,0.168260156206378,0.415561083471531,0.529353233830846,0.352157210013811,0.370937162545878
"path:hsa04728",2.23920667354513,11.1832084862629,-1.27478234594216,-0.466385137591048,0.686567164179104,0.208955223880597,0.0659022959463226,0.185312464191296,0.926045448433508,0.417910447761194,0.195709848567867,0.399451311701238
"path:hsa04218",32.0956099139471,43.2531400564373,1.21973787837099,1.13075762497851,0.194029850746269,0.129353233830846,0.262321187051104,0.20246918427371,0.470522388059701,0.309362279511533,0.352157210013811,0.426945888577172
"path:hsa04932",10.1854967575969,12.4247034311421,1.03409908964205,0.775058325757259,0.447761194029851,0.343283582089552,0.128824973431363,0.222240143405927,0.835246842709529,0.592944369063772,0.210414123271226,0.458016813254377
"path:hsa04360",0,0.567201653446087,-1.59229605293705,-1.69747831823062,0.0845771144278607,0.0895522388059701,0.70036680296904,0.226647495218661,0.27346600331675,0.272238805970149,0.730169645648574,0.458016813254377
"path:hsa04022",1.021717595668,1.36229012755734,-0.935435030154007,-1.42197779828599,0.0895522388059701,0.407960199004975,0.70036680296904,0.236394758530457,0.280211844005778,0.659680321795279,0.730169645648574,0.465959880603766
"path:hsa05220",35.2941414861274,44.1176768576593,0.766731837235333,0.702317863590756,0.512437810945274,0.432835820895522,0.128824973431363,0.245434827368835,0.880509732041547,0.671337191593055,0.210414123271226,0.465959880603766
"path:hsa04659",2.23920667354513,4.47841334709027,-0.939363988733712,-0.668232248919285,0.517412935323383,0.398009950248756,0.128824973431363,0.247173668261439,0.880509732041547,0.659680321795279,0.210414123271226,0.465959880603766
"path:hsa05206",0,8.82353537153186,NA,1.46481281857729,0.0845771144278607,NA,0.799571528752546,0.249792925684493,0.27346600331675,NA,0.807814534203603,0.465959880603766
"path:hsa05165",35.2941414861274,44.1176768576593,1.33909906716527,1.27749393103087,0.144278606965174,0.129353233830846,0.510067297690863,0.265609117310708,0.399857853589197,0.309362279511533,0.595078513972673,0.48029759336559
"path:hsa04935",0,2.23920667354513,-1.47807577430108,-1.20691868233212,0.194029850746269,0.0796019900497512,0.389738453903748,0.270875755856344,0.470522388059701,0.272238805970149,0.483473018766675,0.48029759336559
"path:hsa05418",4.47841334709027,6.7176200206354,0.98185585009687,0.576763459378042,0.601990049751244,0.338308457711443,0.128824973431363,0.275835809042696,0.919931592039801,0.592944369063772,0.210414123271226,0.48029759336559
"path:hsa05131",2.23920667354513,13.3019487186221,-1.10487847611753,-0.404071252176415,0.691542288557214,0.303482587064677,0.119382471319328,0.288478706854337,0.926045448433508,0.549158967069415,0.210414123271226,0.48029759336559
"path:hsa05215",8.82353537153186,17.6470707430637,0.605767371303277,0.437502980607909,0.686567164179104,0.567164179104478,0.128824973431363,0.302962080527001,0.926045448433508,0.781853444641201,0.210414123271226,0.48029759336559
"path:hsa04722",3.3588100103177,5.59801668386283,-0.651138464177492,-0.440422703556897,0.706467661691542,0.597014925373134,0.128824973431363,0.309143108115827,0.926045448433508,0.781853444641201,0.210414123271226,0.48029759336559
"path:hsa04020",0.681145063778669,1.021717595668,-0.23569482268769,-1.3266173445595,0.119402985074627,0.900497512437811,0.770224543269092,0.311430455403867,0.350972410673903,0.950383219039935,0.786270887920531,0.48029759336559
"path:hsa05203",8.82353537153186,17.6470707430637,0.521203546779126,0.346120442594861,0.716417910447761,0.587064676616915,0.128824973431363,0.312206410906038,0.926567164179104,0.781853444641201,0.210414123271226,0.48029759336559
"path:hsa04210",6.67858933195235,8.91779600549748,1.39377610228197,0.908485638261247,0.358208955223881,0.159203980099502,0.258358589852652,0.312810915509547,0.723880597014925,0.336097291321172,0.352157210013811,0.48029759336559
"path:hsa04658",29.5507426160274,31.7899492895726,0.471756182080962,0.450948740103576,0.736318407960199,0.716417910447761,0.128824973431363,0.318279848651616,0.933837306971635,0.878189696677901,0.210414123271226,0.48029759336559
"path:hsa05202",0,8.82353537153186,NA,1.29834192480174,0.174129353233831,NA,0.564221630059195,0.326207892407366,0.4565012773968,NA,0.650514349950601,0.48029759336559
"path:hsa04660",4.47841334709027,6.7176200206354,0.375652427516611,0.292848925944626,0.776119402985075,0.756218905472637,0.128824973431363,0.330220656832043,0.965174129353234,0.903917910447761,0.210414123271226,0.48029759336559
"path:hsa04380",5.22481557160531,7.46402224515045,0.479142995322719,0.296945870398958,0.786069651741294,0.701492537313433,0.128824973431363,0.333164232430107,0.965174129353234,0.873990702226572,0.210414123271226,0.48029759336559
"path:hsa04510",0,2.23920667354513,-1.32625535180137,-1.30208357362355,0.199004975124378,0.0945273631840796,0.510067297690863,0.333714758383139,0.470816648464992,0.276310753922694,0.595078513972673,0.48029759336559
"path:hsa05168",0,7.77690735892072,NA,-0.396423658311804,0.741293532338308,NA,0.137756342651383,0.335112851146823,0.933837306971635,NA,0.221313468521894,0.48029759336559
"path:hsa04115",0,8.82353537153186,NA,0.297071796296867,0.825870646766169,NA,0.128824973431363,0.344778275722477,0.976944545564859,NA,0.210414123271226,0.48029759336559
"path:hsa04919",8.82353537153186,17.6470707430637,0.161833369324472,0.291965075079038,0.840796019900497,0.925373134328358,0.128824973431363,0.349069177003312,0.982617035305401,0.950383219039935,0.210414123271226,0.48029759336559
"path:hsa05167",4.47841334709027,6.7176200206354,0.265300120524016,0.212584810971563,0.860696517412935,0.82089552238806,0.128824973431363,0.3547373854454,0.993899549869699,0.923667377398721,0.210414123271226,0.48029759336559
"path:hsa05205",10.5021872942216,20.1650486270984,-0.101290301113297,0.0796224102536629,0.930348258706468,0.925373134328358,0.119382471319328,0.355150847318576,0.995653312385441,0.950383219039935,0.210414123271226,0.48029759336559
"path:hsa05218",35.2941414861274,44.1176768576593,0.835959380161594,0.81331655733051,0.462686567164179,0.427860696517413,0.258358589852652,0.373453400372152,0.846803717262743,0.671337191593055,0.352157210013811,0.48029759336559
"path:hsa05161",10.140407364483,12.3796140380281,-0.131674802495282,-0.0717008122376701,0.940298507462687,0.925373134328358,0.128824973431363,0.376830514592487,0.995653312385441,0.950383219039935,0.210414123271226,0.48029759336559
"path:hsa05142",5.08910607623894,7.32831274978407,-0.217240356144796,-0.108470539848306,0.950248756218905,0.850746268656716,0.128824973431363,0.379529540126251,0.995653312385441,0.923667377398721,0.210414123271226,0.48029759336559
"path:hsa05132",2.23920667354513,4.47841334709027,0.0468483001409262,0.0468483001409262,0.960199004975124,0.960199004975124,0.128824973431363,0.382215143000774,0.995653312385441,0.960199004975124,0.210414123271226,0.48029759336559
"path:hsa04726",0,6.70479513917261,-1.5161015849031,-0.0529263077539131,0.965174129353234,0.0845771144278607,0.128824973431363,0.383552954522046,0.995653312385441,0.272238805970149,0.210414123271226,0.48029759336559
"path:hsa05231",2.23920667354513,4.47841334709027,2.48302870352721,0.800331981864791,0.482587064676617,0.00497512437810945,0.258358589852652,0.384265430597952,0.851108095884215,0.0199004975124378,0.352157210013811,0.48029759336559
"path:hsa04723",0,2.23920667354513,NA,0.0683713508137588,0.975124378109453,NA,0.128824973431363,0.386218683324908,0.995653312385441,NA,0.210414123271226,0.48029759336559
"path:hsa04144",0,8.82353537153186,NA,1.03369174906669,0.243781094527363,NA,0.613992040283423,0.433959916081961,0.56301824212272,NA,0.683763863042903,0.530751220282514
"path:hsa05214",35.2941414861274,44.1176768576593,0.875591647272596,0.822393152721368,0.587064676616915,0.512437810945274,0.258358589852652,0.437732965181455,0.919931592039801,0.763353046090303,0.352157210013811,0.530751220282514
"path:hsa05163",35.2941414861274,44.1176768576593,0.812751637814015,0.770428302521258,0.601990049751244,0.592039800995025,0.258358589852652,0.444957063032597,0.919931592039801,0.781853444641201,0.352157210013811,0.532849816224221
"path:hsa04140",7.83722335740797,10.0764300309531,0.576011415647196,0.413865698390763,0.691542288557214,0.601990049751244,0.258358589852652,0.486371031891938,0.926045448433508,0.781853444641201,0.352157210013811,0.575341342603877
"path:hsa05166",4.47841334709027,6.7176200206354,1.65835826123007,0.932503245178142,0.318407960199005,0.0895522388059701,0.613992040283423,0.514594026354311,0.657139832751138,0.272238805970149,0.683763863042903,0.601393018751424
"path:hsa04014",0,2.23920667354513,-0.974976590947876,-1.00373634747293,0.298507462686567,0.164179104477612,0.70036680296904,0.536274294456521,0.643449419568823,0.337232755143203,0.730169645648574,0.614763402816158
"path:hsa04530",5.59801668386283,7.83722335740797,1.27800953563127,0.838091904243145,0.412935323383085,0.114427860696517,0.510067297690863,0.538710198344056,0.801094527363184,0.309362279511533,0.595078513972673,0.614763402816158
"path:hsa04024",0,2.23920667354513,-1.18201201844857,-1.13402092850831,0.313432835820896,0.134328358208955,0.70036680296904,0.552377692206074,0.657139832751138,0.309362279511533,0.730169645648574,0.623030652837084
"path:hsa05016",0,8.63199030779189,NA,0.143045177781945,0.880597014925373,NA,0.262321187051104,0.569491885565314,0.995653312385441,NA,0.352157210013811,0.633550381513672
"path:hsa04721",0,6.70479513917261,NA,0.615927416538336,0.601990049751244,NA,0.389738453903748,0.574767356424775,0.919931592039801,NA,0.483473018766675,0.633550381513672
"path:hsa05152",3.48321038107021,5.72241705461534,0.280217345972284,0.108437697002678,0.945273631840796,0.850746268656716,0.258358589852652,0.588492854430095,0.995653312385441,0.923667377398721,0.352157210013811,0.637192131316447
"path:hsa04141",0,2.23920667354513,-0.674611702330048,-0.700971484469814,0.482587064676617,0.238805970149254,0.510067297690863,0.591209194004951,0.851108095884215,0.465365480290853,0.595078513972673,0.637192131316447
"path:hsa05031",0,6.70479513917261,-1.18791710143501,0.182452974242641,0.81592039800995,0.124378109452736,0.389738453903748,0.682328745653052,0.976944545564859,0.309362279511533,0.483473018766675,0.727317454157649
"path:hsa04621",4.47841334709027,6.7176200206354,0.376060483663609,0.164423139926777,0.91044776119403,0.81592039800995,0.389738453903748,0.722481947297764,0.995653312385441,0.923667377398721,0.483473018766675,0.761747270520468
"path:hsa05012",0,6.70479513917261,-1.01587721986893,-0.290857645869677,0.805970149253731,0.144278606965174,0.510067297690863,0.776533637892299,0.976944545564859,0.313290689410092,0.595078513972673,0.809932934145731
"path:hsa04071",2.23920667354513,4.47841334709027,-0.318104502091997,-0.468551545931972,0.701492537313433,0.830845771144279,0.613992040283423,0.793506465823026,0.926045448433508,0.923667377398721,0.683763863042903,0.818831140264187
"path:hsa04151",8.82353537153186,17.6470707430637,-0.0405223976700389,0.495721572757867,0.646766169154229,0.950248756218905,0.70036680296904,0.811693066276146,0.926045448433508,0.960199004975124,0.730169645648574,0.828781341355644
"path:hsa04010",2.23920667354513,4.47841334709027,1.6522724722968,0.468281791260067,0.646766169154229,0.0796019900497512,0.8255785325366,0.868982501505583,0.926045448433508,0.272238805970149,0.8255785325366,0.878034402562933
"path:hsa05200",8.82353537153186,19.8862774166089,-0.313018673355236,0.102019939725687,0.940298507462687,0.761194029850746,0.645142748972252,0.909844034078711,0.995653312385441,0.903917910447761,0.710381903362705,0.909844034078711
"path:hsa04750",NA,NA,NA,NA,NA,NA,0.128824973431363,NA,NA,NA,0.210414123271226,NA
